"TID_INTRO_MESSAGE_TITLE","BENVENUTO A HADES' STAR"
"TID_OBJECTIVE_GAIN_INFLUENCE","OTTIENI INFLUENZA"
"TID_OBJECTIVE_GAIN_INFLUENCE_DESCR","Ottieni un totale di {0} di influenza completando missioni stella rossa."
"TID_OBJECTIVE_GAIN_INFLUENCE_HINT","Inizia una nuova ricerca di una stella rossa dal tuo scanner di stelle rosse. Dopo aver rilevato una stella, invia navi da guerra e cargo a sconfiggere le forze Cerbero e recuperare i manufatti. Quando la stella rossa diventa una supernova si ottiene influenza."
"TID_OBJ_UPGRADE_MINER","MIGLIORA NAVI MINERARIE"
"TID_OBJ_UPGRADE_MINER_DESCR","Migliora il design delle tue navi minerarie al livello {0}."
"TID_OBJ_UPGRADE_MINER_HINT","Seleziona il tuo cantiere navale, poi tocca il pulsante COSTRUISCI in fondo allo schermo. Sotto al pulsante della nave mineraria seleziona Miglioramento design."
"TID_OBJ_SHIPMENTS_HINT","Usa le navi cargo per andare sui tuoi pianeti e sulle tue lune a raccogliere i carichi. La barra riempita sul pianeta mostra i suoi carichi.\n\nDopo aver raccolto il carico, seleziona la nave cargo e spostala verso la destinazione del carico illuminata."
"TID_OBJ_REVEAL_SECTOR","COLONIZZA UN NUOVO SETTORE"
"TID_OBJ_REVEAL_SECTOR_DESCR","Usa il tuo scanner a corto raggio per svelare un nuovo settore nel tuo sistema stellare."
"TID_OBJ_REVEAL_SECTOR_HINT","Seleziona il tuo scanner a corto raggio, poi premi il pulsante SVELA in fondo allo schermo."
"TID_OBJ_CLEAR_CERB_HOME_STAR","ELIMINA LE FORZE CERBERO"
"TID_OBJ_CLEAR_CERB_HOME_STAR_DESCR","Distruggi tutte le navi Cerbero nel tuo sistema stellare."
"TID_OBJ_CLEAR_CERB_HOME_STAR_HINT","Invia le tue navi da guerra vicino alle navi Cerbero rosse perché le distruggano. Le navi da guerra che restano unite hanno una maggiore possibilità di successo.\n\nSe non hai abbastanza capacità della flotta per costruire altre navi da guerra, prova a migliorare il tuo cantiere navale."
"TID_OBJECTIVE_REACH_INFLUENCE_DESCR","Raggiungi un totale di {0} di influenza."
"TID_OBJ_RESEARCH_HINT","Inizia una ricerca di una stella rossa dal tuo scanner di stelle rosse. Invia le tue navi da guerra e cargo per ricevere dai pianeti i manufatti richiesti. Puoi portare i manufatti nella tua stazione di ricerca dove vengono studiati automaticamente."
"TID_OBJ_SALVAGE_HINT","Inizia una ricerca di una stella rossa dal tuo scanner di stelle rosse. Invia le tue navi da guerra e cargo per ricevere dai pianeti i manufatti richiesti. Puoi portare i manufatti nella tua stazione di ricerca dove possono essere recuperati."
"TID_USE_DESTINY_NO_SANCT","Usa DESTINO {0} volte su un livello di stella rossa {1} o superiore. La nave non può essere equipaggiata con SANTUARIO."
"TID_DELIVER_SHIPMENT_BATCH","CONSEGNA CARICHI"
"TID_DELIVER_SHIPMENT_BATCH_DESCR","Carica una nave cargo con almeno {0} carichi che hanno la stessa destinazione e poi consegnali. Ripeti {1} volte."
"TID_USE_ALPHA_ROCKET","Infliggi un totale di {0} danni alle navi nemiche usando RAZZO ALFA."
"TID_USE_ENTRUST","Usa il modulo AFFIDA per trasferire un totale di {0} manufatti di livello {1} alle navi di un altro giocatore nel livello di stelle rosse {2}."
"TID_PT_UPGRADE_PLANETS","MIGLIORA I PIANETI"
"TID_PT_UPGRADE_PLANETS_DESCR","Migliora tutti i tuoi pianeti fino al livello 5."
"TID_PT_UPGRADE_PLANETS_HINT","Seleziona ogni pianeta, poi tocca il pulsante Migliora in fondo allo schermo. Se hai bisogno di altri crediti per il miglioramento, puoi consegnare altri carichi usando le tue navi cargo."
"TID_PT_FILL_RESEARCH","RIEMPI STAZIONE DI RICERCA"
"TID_PT_FILL_RESEARCH_DESCR","Riempi la stazione di ricerca con manufatti recuperati nelle stelle rosse."
"TID_PT_FILL_RESEARCH_HINT","Per recuperare i manufatti, seleziona il tuo scanner di stelle rosse e premi lo Stato scanner in fondo. Nella nuova finestra, inizia una nuova ricerca di una stella rossa.\n\nSposta le tue navi da guerra e cargo verso lo scanner, poi salta nella stella rossa usando il pulsante SALTA.\n\nNella stella rossa usa le tue navi cargo per recuperare i manufatti e portali nella tua stazione di ricerca."
"TID_CONSTRUCT_SPACE_STATION","COSTRUISCI STAZIONI SPAZIALI"
"TID_OBJ_SECOND_SRS_DESCR","Costruisci un secondo scanner a corto raggio."
"TID_OBJ_SECOND_SRS_HINT","Seleziona un pianeta di livello 3 o superiore. Premi il pulsante COSTRUISCI in fondo allo schermo. Scorri la lista delle costruzioni e seleziona SCANNER A CORTO RAGGIO."
"TID_OBJ_BUILD_TIME_MODULATOR_DESCR","Costruisci una stazione del Modulatore temporale."
"TID_OBJ_BUILD_TIME_MODULATOR_HINT","Seleziona un pianeta di livello 6 o superiore. Premi il pulsante COSTRUISCI in fondo allo schermo. Scorri la lista delle costruzioni e seleziona MODULATORE TEMPORALE."
"TID_OBJ_EARN_CREDITS","OTTIENI CREDITI"
"TID_OBJ_EARN_CREDITS_DESCR","Ottieni un totale di {0} crediti consegnando carichi ai pianeti o alle lune."
"TID_OBJ_INSTALL_MODULE","INSTALLA MODULO"
"TID_OBJ_INSTALL_MODULE_DESCR","Ricerca l'arma BATTERIA e installala su una nave da guerra."
"TID_OBJ_INSTALL_MODULE_HINT","Apri la finestra TECNOLOGIA toccando il pulsante in basso a sinistra sullo schermo. Scorri e sotto la voce ARMI, seleziona il modulo BATTERIA. Seleziona SBLOCCA.\n\nQuando la ricerca del modulo è completata, seleziona una nave da guerra e premi MODULI. Seleziona lo slot dell'Arma, poi RIMPIAZZA. Seleziona il modulo BATTERIA appena ricercato dalla lista di installazione."
"TID_USE_SALVAGE","Usa RECUPERA per ripristinare {0} forza scafo sulle tue navi."
"TID_USE_SHIPMENTBEAM","Usa PROIEZIONE CARICO per raccogliere {0} carichi a distanza."
"TID_USE_BLASTSHIELD","Assorbi {0} danni ad area usando SCUDO ESPLOSIONE."
"TID_USE_MININGDRONE","Consegna {0} idrogeno usando DRONE DA ESTRAZIONE."
"TID_USE_GENESIS","Usa GENESI per creare {0} nuovi campi di asteroidi."
"TID_USE_OFFLOAD","Consegna {0} carichi usando SCARICO."
"TID_WIN_BS_WITH_MODULE","VINCI LA STELLA BLU CON UN MODULO"
"TID_WIN_BS_WITH_MODULE_DESCR","Vinci una stella blu usando una nave da guerra equipaggiata con {0}."
"TID_EARN_FRAGMENTS","OTTIENI FRAMMENTI DI STELLA BLU"
"TID_EARN_FRAGMENTS_DESCR","Ottieni un totale di {0} frammenti stella partecipando alle missioni nella stella blu."
"TID_PC_SHIPS_LIST","LISTA NAVI"
"TID_RETURN_HOME_TOOLTIP","RITORNA A CASA"
"TID_VISIT_WS_TOOLTIP","VAI ALLA STELLA BIANCA"
"TID_VISIT_RS_TOOLTIP","VAI ALLA STELLA ROSSA"
"TID_VISIT_BS_TOOLTIP","VAI ALLA STELLA BLU"
"TID_TOGGLE_CHAT_TOOLTIP","ATTIVA/DISATTIVA CHAT"
"TID_VERT_SYNC","Sincronizzazione verticale"
"TID_UI_SCALE","Dimensioni interfaccia utente"
"TID_LIMIT_FRAMERATE","Limite framerate"
"TID_CONFIGURE_CONTROLS","Configura controlli"
"TID_VIEW_CONTROLS","Vedi controlli"
"TID_CONTROLS_DIALOG","CONTROLLI"
"TID_CTRL_DLG_SELECTION_INFO","Selezione info"
"TID_CTRL_DLG_SEL_ACTION_1","Selezione azione 1"
"TID_CTRL_DLG_SEL_ACTION_2","Selezione azione 2"
"TID_CTRL_DLG_ACTIVATE_MODULE_1","Attiva modulo 1"
"TID_CTRL_DLG_ACTIVATE_MODULE_2","Attiva modulo 2"
"TID_CTRL_DLG_SAVE_SHIP","Salva nave selezionata allo slot #"
"TID_CTRL_DLG_RECALL_SHIP","Seleziona nave salvata allo slot #"
"TID_CTRL_DLG_CAMERA_UP","Sposta inquadratura su"
"TID_CTRL_DLG_CAMERA_DOWN","Sposta inquadratura giù"
"TID_CTRL_DLG_CAMERA_LEFT","Sposta inquadratura a sinistra"
"TID_CTRL_DLG_CAMERA_RIGHT","Sposta inquadratura a destra"
"TID_CTRL_DLG_OPEN_TECH","Apri la finestra di dialogo Tecnologia"
"TID_CTRL_DLG_OPEN_LDB","Apri la finestra di dialogo Classifiche"
"TID_CTRL_DLG_OPEN_MESSAGES","Apri la finestra di dialogo Messaggi"
"TID_CTRL_DLG_OPEN_CURRENT_STAR","Apri la finestra di dialogo Stella attuale"
"TID_CTRL_DLG_OPEN_YOUR_EMPIRE","Apri la finestra di dialogo Il tuo impero"
"TID_CTRL_DLG_OPEN_ADD_RESOURCES","Apri la finestra di dialogo Aggiungi risorse"
"TID_CTRL_DLG_GOTOACTIVE_RS","Vai alla stella rossa attiva"
"TID_CTRL_DLG_GOTOACTIVE_BS","Vai alla stella blu attiva"
"TID_CTRL_DLG_GOTOACTIVE_WS","Vai alla stella bianca attiva"
"TID_CTRL_DLG_RETURN_HOME","Ritorna alla stella base"
"TID_CTRL_SELECT_SHIPYARD","Seleziona cantiere navale"
"TID_CTRL_SELECT_RESEARCH","Seleziona stazione di ricerca"
"TID_CTRL_SELECT_RS_SCANNER","Seleziona scanner di stelle rosse"
"TID_CTRL_SELECT_BS_SCANNER","Seleziona scanner di stelle blu"
"TID_CTRL_SELECT_WS_SCANNER","Seleziona scanner di stelle bianche"
"TID_CTRL_SELECT_RELAY","Seleziona relè dei carichi"
"TID_CTRL_SELECT_MODULATOR","Seleziona modulatore temporale"
"TID_CTRL_ZOOMIN","Zoom avanti"
"TID_CTRL_ZOOMOUT","Zoom indietro"
"TID_CTRL_NEXT_SELECTION","Selezione successiva"
"TID_CTRL_PREV_SELECTION","Selezione precedente"
"TID_CTRL_REPLAY_FF","Avanzamento veloce replay"
"TID_CTRL_REPLAY_REWIND","Riavvolgimento replay"
"TID_CTRL_SHOW_SHIP_MODULES","Mostra tutti i moduli delle navi"
