"TID_INTRO_MESSAGE_TITLE","WILLKOMMEN ZU HADES STAR"
"TID_WS_JUMP_SHIP_WARNING","Die Zeit vergeht sehr langsam in der Nähe von weißen Zwergen. Du kannst dieses Schiff unter Umständen tagelang nicht benutzen."
"TID_WS_HISTORIC_RESULTS","VERGANGENE ERGEBNISSE DES WEISSEN ZWERGS"
"TID_WS_ACTIVATE_MODULE_CONFIRM","{0} jetzt aktivieren?"
"TID_WS_REWARDS_MSG_WINNER","Glückwunsch, dein Konzern hat die WZ-Mission gewonnen! Du hast die folgenden Ressourcen erhalten:\n\n<quad class=''cr''> <c1>{0}</color>    <quad class=''fuel''> <c2>{1}</color> "
"TID_WS_REWARDS_MSG_LOSS","Die WZ-Mission ist beendet. Du hast die folgenden Ressourcen erhalten:\n\n<quad class=''cr''> <c1>{0}</color>    <quad class=''fuel''> <c2>{1}</color>"
"TID_WS_REWARDS_CRYSTALS","Einige Belohnungen deiner letzten WZ-Mission passen nicht in dein Lager. Sie wurden zu einer reduzierten Rate in Kristalle umgewandelt. Du erhältst <quad class=''pc''> <c3>{0}</color>"
"TID_WS_REWARDS_OVERFLOW","Einige Belohnungen deiner letzten WZ-Mission passen nicht in dein Lager. Du kannst etwas Platz freimachen und sie innerhalb von 3 Tagen einfordern.\n\n<quad class=''cr''> <c1>{0}</color>    <quad class=''fuel''> <c2>{1}</color>"
"TID_WS_REWARDS_MSG_DELETE_CONFIRM","Diese Nachricht enthält nicht eingeforderte Belohnungen. Möchtest du sie wirklich löschen?"
"TID_WS_REWARDS_OVERFLOW_WARNING","Du hast nicht genug Platz, um alle Belohnungen zu lagern. Bist du sicher, dass du sie jetzt einfordern möchtest?"
"TID_INFLUENCE_DECAY","Du hast aufgrund fehlender RR-Siege Einfluss verloren. Um diese Strafe zu vermeiden, musst du alle drei Tage mindestens einen roten Riesen der von deinem Scanner erlaubten Maximalstufe gewinnen.\n\n<quad class=''influence''> <c5>{0}-</color>"
"TID_JUMP_FAIL_NOT_IN_CORP","Springen nicht möglich. Du bist kein Mitglied des teilnehmenden Konzerns."
"TID_JUMP_FAIL_DISABLED","Deaktiviertes Schiff kann nicht springen."
"TID_JUMP_FAILED_MODULE_PREP","Springen während der Aktivierung eines Moduls nicht möglich."
"TID_STAR_TIME_SLOWDOWN","VERLANGSAMTE ZEIT"
"TID_STAR_TIME_SLOWDOWN_DESCR","Die Zeit vergeht langsamer in der Nähe dieses Sterns. Eine Sekunde in der Nähe von einem gelben Zwerg dauert hier {0} Sekunden."
"TID_SHOW_WS_STAT_VALUES","WERTE DES WEISSEN ZWERGS ANZEIGEN"
"TID_SHOW_BS_STAT_VALUES","BR-WERTE ANZEIGEN"
"TID_WS_VERSUS_BRACKET","{0} vs. {0}"
"TID_CORP_LEVELS_LABEL","KONZERNSTUFEN"
"TID_CORP_LEVEL_TITLE","STUFE {0}"
"TID_CORP_MAX_MEMBERS","Max. Mitgliederanzahl"
"TID_CORP_PASSIVE_INCOME_BONUS","Passiver Ertragsbonus"
"TID_CORP_ARTIFACT_YIELD_BONUS","Forschungsbonus für Artefakte von privaten roten Riesen"
"TID_CORP_MAX_FLAGSHIP_LEVEL","Max. Flaggschiff-Stufe"
"TID_CORP_NEW_FLAGSHIP_MODULE","Neues Flaggschiff-Modul"
"TID_MSG_WHITE_STAR_BRACKET_NOT_SUPPORTED","Dein WZ-Scan wurde abgebrochen, da der {0}v{0}-Modus nicht länger unterstützt wird. Weitere Informationen findest du in den Patchnotes unter blog.hadesstar.com"
"TID_WS_SCANNER_SLOT_1","PLATZ 1"
"TID_WS_SCANNER_SLOT_2","PLATZ 2"
"TID_WS_LABEL_STANDINGS","PUNKTESTAND"
"TID_WS_LABEL_REWARDS_PROGRESS","BELOHNUNGSFORTSCHRITT"
"TID_WS_LABEL_REWARDS_PROGRESS_DESCR","Erhöhe die Aktivitätsleiste, indem du feindlichen Schlachtschiffen durch das Abladen von <color=''#8C65FEFF''>Wasserstoff</color> oder durch den Transport von <color=''#FFB800FF''>Relikten</color> aus dem System <color=''red''>Schaden</color> zufügst.\n\nFülle die Aktivitätsleise und gewinne diesen weißen Zwerg, um die besten Belohnungen zu erhalten."
"TID_WS_OBJECTIVE","WEIẞER-ZWERG-ZIEL"
"TID_WS_LABEL_SPECTATE","ÜBERTRAGUNG"
"TID_WS_TOGGLE_SPECTATE","Zuschauer zulassen"
"TID_WS_TOGGLE_SPECTATE_DESCR","Wenn diese Funktion von beiden teilnehmenden Konzernen aktiviert wurde, wird der Stern im Dialog AKTIVE WEIẞE ZWERGE angezeigt und kann von jedem angeschaut werden."
"TID_CORP_FLAGSHIP_LABEL","KONZERN-FLAGGSCHIFF"
"TID_CORP_FLAGSHIP_CURRENT_LOCATION","AKTUELLER STERN"
"TID_CORP_FLAGSHIP_NO_LOCATION","KEINER"
"TID_CORP_FLAGSHIP_NO_LOCATION_HINT","Jeder Offizier kann das Flaggschiff über das Konzern-Sprungtor zu einem aktiven weißen Zwerg rufen."
"TID_CORP_FLAGSHIP_LOCKED","Birg dein erstes Relikt von einem weißen Zwerg und schalte das Flaggschiff deines Konzerns frei!\n\nDas Flaggschiff ist ein Kampfschiff, das immer nur bei einer WZ-Mission zur Hilfe geschickt werden kann. Jeder Konzernoffizier kann das Flaggschiff steuern."
"TID_CORP_FLAGSHIP_UNLOCK_TITLE","FREISCHALTUNGSORTSCHRITT"
"TID_CORP_FLAGSHIP_UPGRADE_TITLE","AUFWERTUNGSFORTSCHRITT"
"TID_CORP_FLAGSHIP_UPGRADE_PROMPT","Alle Konzernmitglieder können Credits beisteuern, um das Flaggschiff aufzuwerten. Wenn die erforderliche Menge Credits erreicht wurde, wird die Aufwertung beim nächsten Einsatz des Flaggschiffs durchgeführt. Überschüssige Beiträge werden für die nächste Aufwertung gespeichert."
"TID_CORP_FLAGSHIP_UNLOCK_PROMPT","Alle Konzernmitglieder können Credits beisteuern, um das Flaggschiff freizuschalten. Das Flaggschiff wird automatisch freigeschaltet, sobald die erforderliche Summe erreicht ist. Überschüssige Beiträge werden für die nächste Aufwertung gespeichert."
"TID_CORP_FLAGSHIP_CONTRIBUTE_CONFIRM","Möchtest du wirklich zum Flaggschiff beisteuern? Diese Summe wird nicht zurückerstattet, wenn du den Konzern verlässt."
"TID_CORP_FLAGSHIP_CONTRIB_SHOW_CHAT_ENTRY","Zeige deinen Beitrag im Chat des Konzerns."
"TID_CORP_FLAGSHIP_UPGRADE_RELIC_PROGRESS","Sammle mehr Relikte, um eine neue Stufe des Flaggschiffs freizuschalten."
"TID_CORP_FLAGSHIP_TIMEOUT_LABEL","Flaggschiff ist verfügbar in:"
"TID_CORP_FLAGSHIP_TIMEOUT_TITLE","FLAGGSCHIFF-ABKLINGZEIT"
"TID_CORP_FLAGSHIP_TIMEOUT_HINT","Das Flaggschiff beginnt eine kurze Abklingzeit, nachdem es aus der WZ-Mission herausgesprungen ist, und eine längere Abklingzeit, wenn es zerstört wird. Das Flaggschiff wird während der Abklingzeit vollständig gewartet."
"TID_FLAGSHIP_LEVEL","STUFE {0}"
"TID_FLAGSHIP_LOCKED","GESPERRT"
"TID_CORP_FLAGSHIP_STATS_LABEL","WERTE NACH AUFWERTUNG"
"TID_CORP_FLAGSHIP_STAT_MODULE_LEVEL","MODULSTUFE ({0})"
"TID_WS_ONGOING_TITLE","AKTIVE WEIẞE ZWERGE"
"TID_WS_ONGOING_NOSTARS","Keine Sterne gefunden."
"TID_WS_ENDED","Spiel beendet"
"TID_WS_VISIT","Stern ansehen"
"TID_WS_REPLAY","Wiederholung ansehen"
"TID_TIME_MACHINE","ZEITMASCHINE"
"TID_TIME_MACHINE_MINUTES_INTO_FUTURE","{0} Minuten in der Zukunft"
"TID_TIME_MACHINE_HOURS_INTO_FUTURE","{0} Stunden in der Zukunft"
"TID_TIME_MACHINE_MINUTES_INTO_PAST","vor {0} Minuten"
"TID_TIME_MACHINE_HOURS_INTO_PAST","vor {0} Stunden"
"TID_TIME_MACHINE_HINT","Die Zeitmaschine stellt eine von mehreren möglichen Versionen der Zukunft von diesem weißen Zwerg dar. Sie berücksichtigt keine Taktiken von Cerberus, Aktionen anderer Spieler oder unvorhersehbare Module wie Schicksalsschlag.\n\nDu kannst dieses Fenster auch für die Planung zukünftiger Befehle nutzen. Die Zeitmaschine berücksichtigt alle geplanten Befehle von Mitgliedern deines Konzerns."
"TID_FCMD_CANT_SCHEDULE","Dieser Befehl kann nicht geplant werden."
"TID_FCMD_ORDER_LIMIT_REACHED","Du kannst keine weiteren Befehle planen"
"TID_FCMD_WAYPOINT_DOESNT_EXIST_YET","Du kannst keinen Wegpunkt für einen Zielort setzen, der nicht existiert."
"TID_FCMD_UNKNOWN_SHIP","[Fehlendes Schiff]"
"TID_FCMD_MOVE_TO","ZU {0} BEWEGEN"
"TID_FCMD_ACTIVATE_MODULE","{0} AKTIVIEREN"
"TID_FCMD_JUMP_OUT","FORTSPRINGEN"
"TID_SCHEDULED_ORDERS","GEPLANTE BEFEHLE"
"TID_TIMEMACHINE_BUTTON_NOW","AKTUELLE ZEIT"
"TID_TM_OBJECT_UNPREDICTABLE","Dieses Schiff ist in einem unvorhersehbaren Zustand und kann keine weiteren geplanten Befehle erhalten"
"TID_TM_COMMAND_TOO_EARLY","Befehle können nicht so nah an der Echtzeit geplant werden."
"TID_EMPIRE_OBJECTIVES","ZIELE"
"TID_OBJ_CLAIM_REWARD","BELOHNUNG EINFORDERN"
"TID_OBJ_CLAIM_WARNING","Du hast nicht genügend Platz für alle Belohnungen. Einige Ressourcen gehen dabei verloren. Möchtest du die Belohnungen wirklich jetzt einfordern?"
"TID_OBJ_PROGRESS_TITLE","FORTSCHRITT:"
"TID_OBJ_REPLACEMENT_OBJECTIVE_IN","Ersatzziel verfügbar in:"
"TID_OBJ_REPLACE","JETZT ERSETZEN"
"TID_NEW_OBJECTIVE_TIMER","NEUES ZIEL IN:"
"TID_NEW_OBJECTIVE_RUSH","JETZT NEUES ZIEL"
"TID_NEW_OBJECTIVE_RUSH_CONFIRM","Möchtest du dieses Ziel wirklich durch ein neues ersetzen?"
"TID_OBJECTIVE_SHOW_HOW","SO GEHT’S"
"TID_OBJ_SHOWHOW_HINT","Aktiviere SO GEHT’S, wenn du Hilfe mit den ersten Zielen benötigst."
"TID_NO_OBJECTIVES","Zurzeit sind keine Ziele verfügbar."
"TID_OBJ_LEVEL_INFO","Sobald du dieses Ziel innerhalb der vorgegebenen Zeit erreicht hast, werden schwierigere Ziele mit besseren Belohnungen freigeschaltet."
"TID_OBJ_UPGRADE_BUILDING","WERTE WELTRAUMSTATION AUF"
"TID_OBJ_UPGRADE_BUILDING_DESCR","Werte {0} auf Stufe {1} auf."
"TID_OBJ_JOIN_CORP","TRITT KONZERN BEI"
"TID_OBJ_JOIN_CORP_DESCR","Tritt einem bestehenden Konzern bei, oder gründe einen neuen."
"TID_OBJ_JOIN_CORP_HINT","Klicke auf den blauen Pfeil am Bildschirmrand, um das Chatfenster zu öffnen. Wähle dann KONZERN aus."
"TID_OBJ_RESEARCH_ARTIFACTS","ERFORSCHE ARTEFAKTE"
"TID_OBJ_RESEARCH_ARTIFACTS_DESCR","Erforsche {0} x {1} (oder höhere Stufe)."
"TID_OBJ_SALVAGE_ARTIFACTS","VERWERTE ARTEFAKTE WIEDER"
"TID_OBJ_SALVAGE_ARTIFACTS_DESCR","Verwerte {0} x {1} (oder höhere Stufe) wieder."
"TID_OBJ_DESTROY_CERBERUS","ZERSTÖRE CERBERUS-SCHIFFE"
"TID_OBJ_DESTROY_CERBERUS_DESCR","Zerstöre {0} x {1}."
"TID_OBJ_MINE","BAUE WASSERSTOFF AB"
"TID_OBJ_MINE_DESC","Lagere insgesamt {0} Wasserstoff auf deinen Planeten."
"TID_OBJ_MINE_RS","BAUE WASSERSTOFF AUF ROTEN RIESEN AB"
"TID_OBJ_MINE_RS_DESC","Baue insgesamt {0} Wasserstoff in Asteroidenfeldern auf roten Riesen ab. Der Bestand wird aktualisiert, sobald das Bergbauschiff durch das Sprungtor vom roten Riesen zurückkehrt."
"TID_OBJ_MINE_HINT","Schicke ein Bergbauschiff zu einem Asteroidenfeld. Das Bergbauschiff wird automatisch seine Arbeit aufnehmen, auch während du offline bist."
"TID_USE_TRADE_MODULE","HANDELSMODUL VERWENDEN"
"TID_USE_SUPPORT_MODULE","UNTERSTÜTZUNGSMODUL VERWENDEN"
"TID_USE_MINING_MODULE","BERGBAUMODUL VERWENDEN"
"TID_USE_SHIELD_MODULE","SCHILDMODUL VERWENDEN"
"TID_USE_SHIPMENT_COMPUTER","Verwende den WARENCOMPUTER, um {0} Waren automatisch einzuladen."
"TID_USE_SHIPMENT_DRONE","Verwende LIEFERDROHNE, um {0} Credits durch Lieferboni zu erhalten."
"TID_USE_TRADEBOOST","Erhalte {0} Credits durch Boni bei HANDELSSCHUB oder HANDELSBONUS."
"TID_USE_EMP","Verwende EMP, um {0} feindliche Schiffe lahmzulegen."
"TID_USE_REPAIR","Verwende FERNWARTUNG, um {0} TP von Schiffen anderer Spieler wiederherzustellen."
"TID_UPLOAD_HYDRO_RS","Verwende WASSERSTOFF-UPLOAD, um {0} Wasserstoff von roten Riesen abzuholen."
"TID_USE_CRUNCH","Baue insgesamt {0} Wasserstoff durch SOFORT-ABBAU ab."
"TID_OBJECTIVE_EXPLORE_SECTOR","Damit deine Wirtschaft gedeiht, solltest du in neue Sektoren innerhalb deines Sternensystems expandieren. Alle neue Sektoren enthalten weitere Asteroidenfelder, um Wasserstoff abzubauen. Einige werden sogar Planeten haben, die du kolonisieren kannst."
"TID_OBJECTIVE_DELIVER_SHIPMENTS","Mit Transportschiffen kannst du Waren zwischen Planeten, Monden und Raumstationen transportieren.\n\nDadurch erhältst du wichtige Ressourcen zum Ausbau der Infrastruktur und zum Erkunden des Sternensystems."
"TID_OBJECTIVE_RS_TITLE","SCHLIEẞE EINE RR-MISSION AB"
"TID_OBJECTIVE_RS_MSG","Verwende ein Schlachtschiff und Transportschiff, um ein Artefakt von einem roten Riesen zu bergen, bevor er zur Supernova wird."
"TID_OBJECTIVE_RS_DETAILS","Schließe RR-Missionen ab, um Wirtschaft und Technologie voranzutreiben. Erforsche die Artefakte, die du bei diesen Missionen erhältst. Dadurch schaltest du neue Module frei, mit denen du deine Schiffe ausrüsten kannst."
"TID_OBJECTIVE_DO_RESEARCH","ERFORSCHE EIN ARTEFAKT"
"TID_OBJECTIVE_DO_RESEARCH_DESCR","Errichte eine Forschungsstation, um Artefakte, die du von roten Riesen erhalten hast, anzuliefern und zu erforschen."
"TID_OBJECTIVE_DO_RESEARCH_TUT_TEXT","Eine Forschungsstation lagert Artefakte, die du von roten Riesen erhalten hast. Sind sie erst einmal im Lager, werden die Artefakte automatisch erforscht."
"TID_OBJECTIVE_DO_INSTALL_MODULE","INSTALLIERE EIN MODUL"
"TID_OBJECTIVE_DO_INSTALL_MODULE_DESCR","Installiere das neu entdeckte Modul zur LADERAUMERWEITERUNG auf 2 Transportschiffen."
"TID_OBJECTIVE_DO_INSTALL_MODULE_TUT_TEXT","Erforschte Module müssen trotzdem einzeln auf Schiffen installiert werden."
"TID_OBJ_DELIVER_SHIPMENTS","LIEFERE WAREN AUS"
"TID_OBJ_DELIVER_SHIPMENTS_DESCR","Verwende Transportschiffe, um {0} Planeten mit Waren zu beliefern."
"TID_OBJECTIVE_UPGRADE_PLANET","WERTE DEINEN PLANETEN AUF"
"TID_OBJECTIVE_UPGRADE_PLANET_DESCR","Werte {0} auf Stufe {1} auf."
"TID_OBJECTIVE_UPGRADE_PLANET_HINT","Wähle deinen Planeten aus und klicke am unteren Bildschirmrand auf Aufwerten."
"TID_OBJECTIVE_UPGRADE_SHIPYARD_HINT","Wähle deine Weltraumwerft aus und klicke am unteren Bildschirmrand auf Aufwerten."
"TID_OBJECTIVE_UPGRADE_TO_RS","SCHALTE HÖHERSTUFIGE ROTE RIESEN FREI"
"TID_OBJECTIVE_UPGRADE_TO_RS_DESCR","Werte deinen RR-Scanner auf Stufe {0} auf."
"TID_OBJECTIVE_UPGRADE_TO_RS_HINT","Wähle deine RR-Scanner aus und klicke am unteren Bildschirmrand auf Aufwerten."
"TID_OBJECTIVE_GAIN_INFLUENCE","ERHALTE EINFLUSS"
"TID_OBJECTIVE_GAIN_INFLUENCE_DESCR","Erhalte insgesamt {0} Einfluss durch RR-Missionen."
"TID_OBJECTIVE_GAIN_INFLUENCE_HINT","Starte eine neue Suche mit deinem RR-Scanner. Hast du einen roten Riesen entdeckt, entsende Schlacht- und Transportschiffe dorthin, um Cerberus-Streitkräfte zu besiegen und Artefakte zu bergen. Den Einfluss erhältst du, sobald der rote Riese zur Supernova geworden ist."
"TID_OBJ_UPGRADE_MINER","WERTE BERGBAUSCHIFFE AUF"
"TID_OBJ_UPGRADE_MINER_DESCR","Werte den Typ deiner Bergbau-Schiffe auf Stufe {0} auf."
"TID_OBJ_UPGRADE_MINER_HINT","Wähle deine Weltraumwerft aus und klicke am unteren Bildschirmrand auf BAUEN. Wähle am unteren Rand der Bergbaufläche Schiffstypen aufwerten."
"TID_OBJ_SHIPMENTS_HINT","Schicke Transportschiffe zu deinen Planeten und Monden, um die Waren einzuladen. Der Balken über dem Planeten zeigt an, wie viele Waren dort gelagert sind.\n\nSind die Waren eingeladen, wähle das Transportschiff aus und schicke es zum leuchtenden Zielort."
"TID_OBJ_REVEAL_SECTOR","EXPANDIERE IN NEUEN SEKTOR"
"TID_OBJ_REVEAL_SECTOR_DESCR","Entdecke mit deinem Kurzstreckenscanner einen neuen Sektor in deinem Sternensystem."
"TID_OBJ_REVEAL_SECTOR_HINT","Wähle deinen Kurzstreckenscanner aus und tippe auf dem unteren Bildschirmrand auf AUFDECKEN."
"TID_OBJ_CLEAR_CERB_HOME_STAR","LÖSCHE CERBERUS-STREITKRÄFTE AUS"
"TID_OBJ_CLEAR_CERB_HOME_STAR_DESCR","Zerstöre alle Cerberus-Schiffe in deinem Sternensystem."
"TID_OBJ_CLEAR_CERB_HOME_STAR_HINT","Schicke deine Schlachtschiffe in die Nähe der roten Cerberus-Schiffe, um diese zu zerstören. Schlachtschiffe haben eine höhere Erfolgschance, wenn sie gemeinsam kämpfen.\n\nWerte deine Weltraumwerft auf, falls deine Flottenkapazität zu gering ist, um weitere Schlachtschiffe zu bauen."
"TID_OBJECTIVE_REACH_INFLUENCE_DESCR","Erhalte insgesamt {0} Einfluss."
"TID_OBJ_RESEARCH_HINT","Starte eine Suche mit deinem RR-Scanner. Schicke deine Schlacht- und Transportschiffe, um die benötigten Artefakte von den Planeten zu bergen. Die Artefakte werden dann zu deiner Forschungsstation transportiert. Dort werden sie automatisch erforscht."
"TID_OBJ_SALVAGE_HINT","Starte eine Suche mit deinem RR-Scanner. Schicke deine Schlacht- und Transportschiffe, um die benötigten Artefakte von den Planeten zu bergen. Die Artefakte können zu deiner Forschungsstation transportiert werden. Dort werden sie automatisch wiederverwertet."
"TID_USE_DESTINY_NO_SANCT","Benutze SCHICKSALSSCHLAG {0} Mal bei einem roten Riesen der Stufe {1} oder höher. Das Schiff darf nicht mit ZUFLUCHTSORT ausgerüstet sein."
"TID_DELIVER_SHIPMENT_BATCH","WAREN AUSLIEFERN"
"TID_DELIVER_SHIPMENT_BATCH_DESCR","Lade mindestens {0} Waren mit dem gleichen Zielort auf ein Transportschiff und liefere sie aus. Wiederhole das {1} Mal."
"TID_USE_ALPHA_ROCKET","Füge mit ALPHA-RAKETE feindlichen Schiffen insgesamt {0} Schaden zu."
"TID_USE_ENTRUST","Verwende das VERWAHRUNG-Modul, um insgesamt {0} Artefakte der Stufe {1} auf die Schiffe anderer Spieler in roten Riesen der Stufe {2} zu übertragen."
"TID_PT_UPGRADE_PLANETS","PLANETEN AUFWERTEN"
"TID_PT_UPGRADE_PLANETS_DESCR","Werte all deine Planeten auf Stufe 5 auf."
"TID_PT_UPGRADE_PLANETS_HINT","Wähle jeden Planeten einzeln aus und klicke am unteren Bildschirmrand auf Aufwerten. Reichen deine Credits nicht aus, um die Aufwertung durchzuführen, liefere weitere Waren mit deinen Transportschiffen aus."
"TID_PT_FILL_RESEARCH","FORSCHUNGSSTATION FÜLLEN"
"TID_PT_FILL_RESEARCH_DESCR","Fülle deine Forschungsstation mit Artefakten, die du von roten Riesen geborgen hast."
"TID_PT_FILL_RESEARCH_HINT","Wähle deinen RR-Scanner aus und tippe unten auf den Scannerstatus, um Artefakte zu bergen. Starte den RR-Scan in dem neuen Fenster.\n\nBewege deine Schlacht- und Transportschiffe zum Scanner und lasse sie mit SPRUNG zum roten Riesen springen.\n\nVerwende dort deine Transportschiffe, um Artefakte von den Planeten zu bergen. Bringe sie dann zurück zur Forschungsstation."
"TID_CONSTRUCT_SPACE_STATION","BAUE EINE WELTRAUMSTATION"
"TID_OBJ_SECOND_SRS_DESCR","Baue einen zweiten Kurzstreckenscanner."
"TID_OBJ_SECOND_SRS_HINT","Wähle einen Planeten der Stufe 3 oder höher aus. Tippe auf BAUEN am unteren Bildschirmrand. Scrolle in der Bauliste nach unten und wähle KURZSTRECKENSCANNER aus."
"TID_OBJ_BUILD_TIME_MODULATOR_DESCR","Baue eine Zeitmodulatorstation."
"TID_OBJ_BUILD_TIME_MODULATOR_HINT","Wähle einen Planeten der Stufe 6 oder höher aus. Tippe auf BAUEN am unteren Bildschirmrand. Scrolle in der Bauliste nach unten und wähle ZEITMODULATOR aus."
"TID_OBJ_EARN_CREDITS","ERHALTE CREDITS"
"TID_OBJ_EARN_CREDITS_DESCR","Erhalte insgesamt {0} Credits, indem du Waren von Planeten oder Monden auslieferst."
"TID_OBJ_INSTALL_MODULE","MODUL INSTALLIEREN"
"TID_OBJ_INSTALL_MODULE_DESCR","Erforsche das MAKRO-GESCHÜTZ und installiere es auf einem Schlachtschiff."
"TID_OBJ_INSTALL_MODULE_HINT","Klicke am unteren linken Bildschirmrand auf TECHNOLOGIE. Scrolle nach unten und wähle unter WAFFEN das Modul MAKRO-GESCHÜTZ aus. Wähle FREISCHALTEN aus.\n\nWenn die Erforschung des Moduls abgeschlossen ist, wähle ein Schlachtschiff aus und tippe auf MODULE. Wähle erst den Waffenplatz und dann AUSTAUSCHEN aus. Wähle das neu erforschte Modul MAKRO-GESCHÜTZ aus der Installationsliste aus."
"TID_USE_SALVAGE","Verwende WIEDERVERWERTEN, um {0} Trefferpunkte deines Schiffs wiederherzustellen."
"TID_USE_SHIPMENTBEAM","Verwende den WARENSTRAHL, um {0} Waren aus der Ferne einzuladen."
"TID_USE_BLASTSHIELD","Absorbiere mit dem EXPLOSIONSSCHILD {0} Flächenschaden."
"TID_USE_MININGDRONE","Liefere {0} Wasserstoff mit der BERGBAUDROHNE aus."
"TID_USE_GENESIS","Verwende GENESIS, um {0} neue Asteroidenfelder zu erstellen."
"TID_USE_OFFLOAD","Liefere mit ABLADUNG {0} Waren aus."
"TID_WIN_BS_WITH_MODULE","GEWINNE DEN BLAUEN RIESEN MIT MODUL"
"TID_WIN_BS_WITH_MODULE_DESCR","Gewinne einen blauen Riesen mit einem Schlachtschiff, das mit {0} ausgerüstet ist."
"TID_EARN_FRAGMENTS","VERDIENE BR-STERNENSPLITTER"
"TID_EARN_FRAGMENTS_DESCR","Verdiene insgesamt {0} Sternensplitter durch BR-Missionen."
"TID_PC_SHIPS_LIST","SCHIFFSLISTE"
"TID_RETURN_HOME_TOOLTIP","ZURÜCKKEHREN"
"TID_VISIT_WS_TOOLTIP","ZU WEIẞEM ZWERG REISEN"
"TID_VISIT_RS_TOOLTIP","ZU ROTEM RIESEN REISEN"
"TID_VISIT_BS_TOOLTIP","ZU BLAUEM RIESEN REISEN"
"TID_TOGGLE_CHAT_TOOLTIP","CHAT AKTIVIEREN"
"TID_VERT_SYNC","V-Sync"
"TID_UI_SCALE","Größe der Benutzeroberfläche"
"TID_LIMIT_FRAMERATE","Bildrate begrenzen"
"TID_CONFIGURE_CONTROLS","Steuerung konfigurieren"
"TID_VIEW_CONTROLS","Steuerung anzeigen"
"TID_CONTROLS_DIALOG","STEUERUNG"
"TID_CTRL_DLG_SELECTION_INFO","Auswahlinformationen"
"TID_CTRL_DLG_SEL_ACTION_1","Auswahlaktion 1"
"TID_CTRL_DLG_SEL_ACTION_2","Auswahlaktion 2"
"TID_CTRL_DLG_ACTIVATE_MODULE_1","Modul 1 aktivieren"
"TID_CTRL_DLG_ACTIVATE_MODULE_2","Modul 2 aktivieren"
"TID_CTRL_DLG_SAVE_SHIP","Ausgewähltes Schiff auf Platz # speichern"
"TID_CTRL_DLG_RECALL_SHIP","Auf Platz # gespeichertes Schiff auswählen"
"TID_CTRL_DLG_CAMERA_UP","Kamera nach oben bewegen"
"TID_CTRL_DLG_CAMERA_DOWN","Kamera nach unten bewegen"
"TID_CTRL_DLG_CAMERA_LEFT","Kamera nach links bewegen"
"TID_CTRL_DLG_CAMERA_RIGHT","Kamera nach rechts bewegen"
"TID_CTRL_DLG_OPEN_TECH","Technologiefenster öffnen"
"TID_CTRL_DLG_OPEN_LDB","Ranglistenfenster öffnen"
"TID_CTRL_DLG_OPEN_MESSAGES","Nachrichtenfenster öffnen"
"TID_CTRL_DLG_OPEN_CURRENT_STAR","Übersichtsfenster zum aktuellen Stern öffnen"
"TID_CTRL_DLG_OPEN_YOUR_EMPIRE","Imperiumübersichtsfenster öffnen"
"TID_CTRL_DLG_OPEN_ADD_RESOURCES","Fenster „Ressourcen hinzufügen“ öffnen"
"TID_CTRL_DLG_GOTOACTIVE_RS","Zu aktivem roten Riesen reisen"
"TID_CTRL_DLG_GOTOACTIVE_BS","Zu aktivem blauen Riesen reisen"
"TID_CTRL_DLG_GOTOACTIVE_WS","Zu aktivem weißen Zwerg reisen"
"TID_CTRL_DLG_RETURN_HOME","Zu Heimatstern zurückkehren"
"TID_CTRL_SELECT_SHIPYARD","Weltraumwerft auswählen"
"TID_CTRL_SELECT_RESEARCH","Forschungsstation auswählen"
"TID_CTRL_SELECT_RS_SCANNER","RR-Scanner auswählen"
"TID_CTRL_SELECT_BS_SCANNER","BR-Scanner auswählen"
"TID_CTRL_SELECT_WS_SCANNER","WZ-Scanner auswählen"
"TID_CTRL_SELECT_RELAY","Warenlieferung auswählen"
"TID_CTRL_SELECT_MODULATOR","Zeitmodulator auswählen"
"TID_CTRL_ZOOMIN","Heranzoomen"
"TID_CTRL_ZOOMOUT","Wegzoomen"
"TID_CTRL_NEXT_SELECTION","Nächste Auswahl"
"TID_CTRL_PREV_SELECTION","Vorherige Auswahl"
"TID_CTRL_REPLAY_FF","Wiederholung vorspulen"
"TID_CTRL_REPLAY_REWIND","Wiederholung zurückspulen"
"TID_CTRL_SHOW_SHIP_MODULES","Alle Schiffsmodule anzeigen"
